infraorder,superfamily,family,primate_species,prey,prey_order,prey_family
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,chiroptera,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,lagomorpha,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,rodentia,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,amphibia,anura,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,reptilia,squamata,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,reptilia,squamata,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,aves,galliformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,aves,galliformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,lagomorpha,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,primates,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,primates,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,rodentia,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,reptilia,squamata,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,galliformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,galliformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,NA,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,NA,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,hyracoidea,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,lagomorpha,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_papio,aves,NA,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_papio,mammalia,lagomorpha,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_papio,mammalia,artiodactyla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,cypriniformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,cypriniformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,perciformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,reptilia,testudines,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,aves,galliformes,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,aves,NA,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,lagomorpha,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,primates,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,rodentia,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,rhinopithecus_bieti,aves,NA,cercopithecidae
haplorrhini,simmiformes,cercopithecidae,rhinopithecus_bieti,mammalia,rodentia,cercopithecidae
haplorrhini,simmiformes,hylobatidae,hoolock_leuconedys,aves,NA,hylobatidae
haplorrhini,simmiformes,hylobatidae,hylobates_lar,aves,NA,hylobatidae
haplorrhini,simmiformes,hylobatidae,nomascus_concolor,aves,NA,hylobatidae
haplorrhini,simmiformes,pongidae,pongo_abelii,mammalia,primates,pongidae
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,siluriformes,pongidae
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,siluriformes,pongidae
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,anabantiformes,pongidae
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,mammalia,rodentia,pongidae
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,mammalia,rodentia,pongidae
haplorrhini,simmiformes,hominidae,pan_paniscus,aves,NA,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,chiroptera,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,eulipotyphla,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,teleostei,NA,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,reptilia,testudines,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,accipitriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,accipitriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,buceratiformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,buceratiformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,cuculiformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,galliformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,passeriformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,piciformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,strigiformes,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,aves,unspecified,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,artiodactyla,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,carnivora,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,carnivora,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,carnivora,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,carnivora,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,macroscelidea,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,pholidota,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,pholidota,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,primates,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
haplorrhini,simmiformes,hominidae,pan_troglodytes,mammalia,rodentia,hominidae
