infraorder,superfamily,family,species,prey,prey_order,prey_family,parvorder
haplorrhini,simmiformes,cercopithecidae,macaca_nemestrina,vertebrata,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_nigra,amphibia,anura,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_nigra,squamata,squamata,Gekkonidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_nigra,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_nigra,aves,passeriformes,Monarchidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_nigra,mammalia,chiroptera,Pteropodidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_radiata,squamata,squamata,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_silenus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_sinica,amphibia,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_sinica,squamata,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,macaca_sinica,mammalia,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_leucophaeus,amphibia,anura,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_leucophaeus,mammalia,rodentia,Muridae,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_sphinx,amphibia,anura,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_sphinx,squamata,testudines,Testudinidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_sphinx,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_sphinx,mammalia,eulipotyphla,Soricidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,mandrillus_sphinx,mammalia,rodentia,Muridae,catarrhine
haplorrhini,simmiformes,cercopithecidae,miopithecus_talapoensis,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,miopithecus_talapoensis,mammalia,rodentia,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,teleostei,cypriniformes,Ciprinidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,teleostei,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,squamata,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,squamata,Gekkonidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,squamata,Chamaeleonidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,squamata,Scincidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,squamata,Varanidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,squamata,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,aves,charadriiformes,Turnicidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,aves,galliformes,Numididae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,chiroptera,Pterypodidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,lagomorpha,Leporidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_anubis,mammalia,rodentia,Muridae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,amphibia,anura,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,squamata,squamata,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,squamata,squamata,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,aves,galliformes,Numididae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,aves,galliformes,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,artiodactyla,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,lagomorpha,Leporidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,primates,Galagidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_cynocephalus,mammalia,rodentia,Bathyergidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,squamata,squamata,Lacertidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,hyracoidea,Procavidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_hamadryas,mammalia,lagomorpha,Leporidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_papio,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_papio,mammalia,lagomorpha,Leporidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_papio,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,cypriniformes,Ciprinidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,cypriniformes,Ciprinidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,teleostei,perciformes,Cichlidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,squamata,testudines,Testudinidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,artiodacytla,Bovidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,lagomorpha,Leporidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,cercopithecidae,papio_ursinus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,cercopithecidae,rhinopithecus_bieti,aves,NA,NA,catarrhine
haplorrhini,simmiformes,cercopithecidae,rhinopithecus_bieti,mammalia,rodentia,Anomaluridae,catarrhine
haplorrhini,simmiformes,hylobatidae,hoolock_leuconedys,aves,NA,NA,catarrhine
haplorrhini,simmiformes,hylobatidae,hylobates_lar,aves,NA,NA,catarrhine
haplorrhini,simmiformes,hylobatidae,nomascus_concolor,aves,NA,NA,catarrhine
haplorrhini,simmiformes,pongidae,pongo_abelii,mammalia,primates,Lorisidae,catarrhine
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,siluriformes,Siluridae,catarrhine
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,siluriformes,Siluridae,catarrhine
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,teleostei,anabantiformes,Channidae,catarrhine
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,pongidae,pongo_pygmaeus,mammalia,rodentia,Muridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,aves,NA,NA,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Suidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,artiodactyla,Tragulidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,chiroptera,NA,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,eulipotyphla,NA,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,Colobidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,primates,Galagidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,Anomaluridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_paniscus,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,teleostei,NA,NA,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,squamata,testudines,Testudinidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,accipitriformes,Accipitridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,accipitriformes,Accipitridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,buceratiformes,Buceratidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,buceratiformes,Buceratidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,cuculiformes,Cuculidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Numididae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Numididae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Numididae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,galliformes,Phasianidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Colombidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Corvidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Corvidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Moticillidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Ploceidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Ploceidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Pycnonotidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,passeriformes,Viduidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,piciformes,Picidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,strigiformes,Strigidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,aves,unspecified,NA,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Bovidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Suidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,artiodactyla,Suidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,carnivora,Felidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,carnivora,Viverridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,carnivora,Viverridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,carnivora,Viverridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,macroscelidea,Macroscelididae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,pholidota,Manidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,pholidota,Manidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Cercopithecidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Galagidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Galagidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Galagidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,primates,Lorisidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Anomaluridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Anomaluridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Muridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Nesomyidae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Sciuridae,catarrhine
haplorrhini,simmiformes,hominidae,pan_troglodytes_troglodytes,mammalia,rodentia,Thryonomidae,catarrhine
